,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9893
balance_train_Cutoff,0.5455
balance_train_Acc,0.9762
balance_train_MCC,0.9527
balance_train_Sen,0.9881
balance_train_Spe,0.9643
balance_train_PPV,0.9651
balance_train_NPV,0.9878
balance_train_Youden Index,0.9524
balance_train_AUC,0.9914
balance_train_95% CIs,[0.9791-1.0000]
balance_train_Std,0.0062
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9771
train_Cutoff,0.5455
train_Acc,0.9685
train_MCC,0.9310
train_Sen,0.9767
train_Spe,0.9643
train_PPV,0.9333
train_NPV,0.9878
train_Youden Index,0.9410
train_AUC,0.9900
train_95% CIs,[0.9769-1.0000]
train_Std,0.0067
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9673
test_Cutoff,0.4639
test_Acc,0.9091
test_MCC,0.8257
test_Sen,1.0000
test_Spe,0.8611
test_PPV,0.7917
test_NPV,1.0000
test_Youden Index,0.8611
test_AUC,0.9810
test_95% CIs,[0.9554-1.0000]
test_Std,0.0130
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9982
cv_train_Cutoff,0.5674
cv_train_Acc,0.9866
cv_train_MCC,0.9734
cv_train_Sen,0.9970
cv_train_Spe,0.9762
cv_train_PPV,0.9767
cv_train_NPV,0.9970
cv_train_Youden Index,0.9732
cv_train_AUC,0.9983
cv_train_95% CIs,[0.9968-0.9998]
cv_train_Std,0.0008
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8147
cv_val_Cutoff,0.5033
cv_val_Acc,0.8583
cv_val_MCC,0.6764
cv_val_Sen,0.7209
cv_val_Spe,0.9286
cv_val_PPV,0.8378
cv_val_NPV,0.8667
cv_val_Youden Index,0.6495
cv_val_AUC,0.8491
cv_val_95% CIs,[0.7659-0.9323]
cv_val_Std,0.0424
