,label,PCA_feature_2,PCA_feature_3,PCA_feature_10,PCA_feature_11,PCA_feature_129,PCA_feature_131,PCA_feature_138,PCA_feature_139,PCA_feature_140,PCA_feature_154
16,1.0,-0.13420413176225038,4.0616414260344555,-4.391765188481473,0.9902055669896409,4.649058915617843e-16,-2.0816681711721685e-17,-9.645062526431047e-16,1.0894063429134349e-15,3.3306690738754696e-16,4.649058915617843e-16
16,1.0,-0.13420413176225038,4.0616414260344555,-4.391765188481473,0.9902055669896409,4.649058915617843e-16,-2.0816681711721685e-17,-9.645062526431047e-16,1.0894063429134349e-15,3.3306690738754696e-16,4.649058915617843e-16
16,0.0,-4.542256446849349,-17.773352285261133,2.0218789746732795,1.3100264453463581,1.249000902703301e-16,-1.2004286453759505e-15,1.2628786905111156e-15,-9.71445146547012e-16,-1.609823385706477e-15,-4.440892098500626e-16
16,1.0,-0.13420413176225038,4.0616414260344555,-4.391765188481473,0.9902055669896409,4.649058915617843e-16,-2.0816681711721685e-17,-9.645062526431047e-16,1.0894063429134349e-15,3.3306690738754696e-16,4.649058915617843e-16
17,1.0,-9.159624113661817,3.949183249362618,-1.3975196264218828,-0.08696359287988042,1.6566609195578508e-15,2.0816681711721685e-15,9.159339953157541e-16,3.0531133177191805e-16,6.38378239159465e-16,-3.608224830031759e-16
17,0.0,-7.893400361397055,-5.93073284164741,7.487453069592778,-0.9924907857055542,-1.5543122344752192e-15,2.7755575615628914e-16,9.992007221626409e-16,1.9012569296705806e-15,2.220446049250313e-16,-5.551115123125783e-17
18,0.0,1.3005683683719877,14.105391365313107,7.840969547770214,-7.16988567072683,-1.3877787807814457e-15,2.4980018054066022e-15,3.885780586188048e-16,2.7200464103316335e-15,4.996003610813204e-16,1.1102230246251565e-16
18,1.0,-10.981674384147738,-3.618688830225742,-3.303225945427295,2.746344144978111,1.3600232051658168e-15,5.689893001203927e-16,1.5612511283791264e-17,1.6237011735142914e-15,1.249000902703301e-16,-7.771561172376096e-16
19,1.0,-7.71423430150381,8.509448401353094,-1.2795900014775223,1.5845591776949228,1.1657341758564144e-15,-3.885780586188048e-16,3.3306690738754696e-16,4.0852737859253807e-16,1.1102230246251565e-16,3.3306690738754696e-16
19,0.0,2.990818144798749,-19.380880548218407,0.49444280237182014,-2.437499281026412,2.3869795029440866e-15,2.7408630920433552e-15,-2.3037127760972e-15,-1.609823385706477e-15,-1.7208456881689926e-15,-1.304512053934559e-15
19,1.0,-7.714234301503809,8.509448401353096,-1.2795900014775223,1.584559177694923,1.0477729794899915e-15,-4.0245584642661925e-16,1.6653345369377348e-16,4.0852737859253807e-16,1.1102230246251565e-16,3.3306690738754696e-16
20,0.0,-5.71923971922376,-10.968484579875305,1.0746037195972262,4.1579628540479066,1.1379786002407855e-15,-1.7486012637846216e-15,-7.632783294297951e-16,-4.3021142204224816e-16,-3.608224830031759e-16,2.42861286636753e-16
20,1.0,-0.04897337537004587,6.730154175306302,-5.593730680225662,0.0440126005318342,1.582067810090848e-15,1.9081958235744878e-16,1.8041124150158794e-16,4.440892098500626e-16,-1.8041124150158794e-16,8.326672684688674e-17
20,1.0,-0.04897337537004587,6.730154175306302,-5.593730680225662,0.0440126005318342,1.582067810090848e-15,1.9081958235744878e-16,1.8041124150158794e-16,4.440892098500626e-16,-1.8041124150158794e-16,8.326672684688674e-17
21,0.0,1.2399200241950938,-20.907911013696285,-1.4600941718374156,-0.3511805499915282,-8.049116928532385e-16,-2.7755575615628914e-16,-2.7755575615628914e-17,-1.3877787807814457e-15,-2.609024107869118e-15,-2.220446049250313e-16
21,1.0,46.031297909758855,-5.350835435246644,-3.7975361361408995,-1.810976367003154,-1.0824674490095276e-15,-2.220446049250313e-16,1.304512053934559e-15,-1.2576745200831851e-15,-1.27675647831893e-15,-7.216449660063518e-16
21,1.0,46.031297909758855,-5.350835435246644,-3.7975361361408995,-1.810976367003154,-1.0824674490095276e-15,-2.220446049250313e-16,1.304512053934559e-15,-1.2576745200831851e-15,-1.27675647831893e-15,-7.216449660063518e-16
22,1.0,-6.029531469874373,6.403486560666575,1.494248413191957,3.4564043110009326,1.429412144204889e-15,-2.3071822230491534e-16,-8.326672684688674e-17,5.655198531684391e-16,5.551115123125783e-16,1.942890293094024e-16
22,0.0,38.01165672686497,19.938035020869883,1.6431317533846408,4.614869061314683,-4.9404924595819466e-15,4.773959005888173e-15,-8.326672684688674e-16,6.106226635438361e-16,1.6375789613221059e-15,5.551115123125783e-16
22,1.0,-6.029531469874373,6.403486560666575,1.494248413191957,3.4564043110009326,1.429412144204889e-15,-2.3071822230491534e-16,-8.326672684688674e-17,5.655198531684391e-16,5.551115123125783e-16,1.942890293094024e-16
23,0.0,-6.412686278306367,-2.1092027426203037,3.3342848523079605,-1.5852425302795496,1.4779844015322396e-15,2.7755575615628914e-17,2.7755575615628914e-17,1.1102230246251565e-16,-1.1102230246251565e-16,8.187894806610529e-16
23,1.0,-5.789512539093109,19.07110791414616,-0.4748413248741145,2.5847306821381775,6.800116025829084e-16,-1.3183898417423734e-15,-1.6930901125533637e-15,0.0,8.049116928532385e-16,7.771561172376096e-16
23,1.0,-5.789512539093109,19.07110791414616,-0.4748413248741145,2.5847306821381775,6.800116025829084e-16,-1.3183898417423734e-15,-1.6930901125533637e-15,0.0,8.049116928532385e-16,7.771561172376096e-16
24,1.0,-9.229177869916798,11.166337991513627,-1.753401058805477,4.254536770901418,1.124100812432971e-15,4.163336342344337e-17,8.326672684688674e-17,9.71445146547012e-16,5.273559366969494e-16,2.7755575615628914e-17
24,0.0,19.766385231032828,-16.090905342686384,-10.473601806853823,-4.6388509850662745,5.967448757360216e-16,6.192962809237201e-16,2.248201624865942e-15,1.6653345369377348e-16,-4.822531263215524e-16,-8.743006318923108e-16
24,1.0,-9.229177869916798,11.166337991513627,-1.7534010588054765,4.254536770901417,1.2212453270876722e-15,-2.220446049250313e-16,-2.7755575615628914e-17,9.71445146547012e-16,5.273559366969494e-16,2.7755575615628914e-17
25,0.0,-6.555158949841152,-15.633493051881077,4.425060951326931,-1.5319742762364406,-3.122502256758253e-16,3.95516952522712e-16,-1.1934897514720433e-15,-1.7763568394002505e-15,-1.6653345369377348e-15,-1.1379786002407855e-15
27,1.0,-14.85475363056799,-8.225663490204155,2.6533432639914314,2.7579638267055606,-2.7755575615628914e-17,3.191891195797325e-16,-1.700029006457271e-16,-9.020562075079397e-16,-1.2559397966072083e-15,-5.134781488891349e-16
27,1.0,-14.85475363056799,-8.225663490204155,2.6533432639914314,2.7579638267055606,-2.7755575615628914e-17,3.191891195797325e-16,-1.700029006457271e-16,-9.020562075079397e-16,-1.2559397966072083e-15,-5.134781488891349e-16
27,0.0,4.735305343573543,-10.430777800481074,3.56632482084712,-1.3793308231929418,7.632783294297951e-16,1.4779844015322396e-15,1.3877787807814457e-15,6.245004513516506e-16,9.71445146547012e-17,-3.885780586188048e-16
28,1.0,-11.336815741769145,-8.730198129624107,0.2162857636642116,3.2207811138071603,1.6375789613221059e-15,0.0,-1.016547956922409e-15,-1.942890293094024e-16,-7.042977312465837e-16,-4.85722573273506e-17
28,1.0,-11.336815741769144,-8.730198129624108,0.21628576366421093,3.2207811138071607,1.3565537582138631e-15,3.2612801348363973e-16,-1.1535911115245767e-15,-1.942890293094024e-16,-7.042977312465837e-16,-4.85722573273506e-17
28,0.0,1.5924868623033965,-7.342084794874495,8.66650840274139,2.048158567830864,-6.661338147750939e-16,6.522560269672795e-16,8.326672684688674e-17,-1.9984014443252818e-15,-8.118505867571457e-16,-9.020562075079397e-16
28,1.0,-11.336815741769144,-8.730198129624108,0.21628576366421093,3.2207811138071607,1.3565537582138631e-15,3.2612801348363973e-16,-1.1535911115245767e-15,-1.942890293094024e-16,-7.042977312465837e-16,-4.85722573273506e-17
28,1.0,-11.336815741769145,-8.730198129624107,0.2162857636642116,3.2207811138071603,1.6375789613221059e-15,0.0,-1.016547956922409e-15,-1.942890293094024e-16,-7.042977312465837e-16,-4.85722573273506e-17
29,0.0,2.4814810303651345,-19.133230205897295,-2.836087450793876,-6.5597704937993395,-8.326672684688674e-16,1.8943180357666733e-15,2.3592239273284576e-16,-2.8449465006019636e-16,-1.27675647831893e-15,-1.27675647831893e-15
29,1.0,-6.198853381003565,6.367630478436662,-1.927673377050629,4.750789243440438,1.6237011735142914e-15,-9.43689570931383e-16,-1.1657341758564144e-15,-9.020562075079397e-17,1.3877787807814457e-16,2.498001805406602e-16
29,1.0,-6.198853381003565,6.367630478436662,-1.927673377050629,4.750789243440438,1.6237011735142914e-15,-9.43689570931383e-16,-1.1657341758564144e-15,-9.020562075079397e-17,1.3877787807814457e-16,2.498001805406602e-16
30,0.0,18.47160835832021,-19.79545896044667,-9.165145241439348,-5.441670610016751,-1.2906342661267445e-15,1.762479051592436e-15,6.106226635438361e-16,-1.2906342661267445e-15,-8.881784197001252e-16,-1.4155343563970746e-15
31,1.0,4.340743201669184,33.873517887501414,7.910403104583568,-1.8702818533791472,1.3600232051658168e-15,8.604228440844963e-16,8.396061623727746e-16,1.3322676295501878e-15,2.6229018956769323e-15,7.424616477180734e-16
31,1.0,4.340743201669184,33.873517887501414,7.910403104583568,-1.8702818533791472,1.3600232051658168e-15,8.604228440844963e-16,8.396061623727746e-16,1.3322676295501878e-15,2.6229018956769323e-15,7.424616477180734e-16
32,1.0,-2.600416157098839,4.937632087778015,-1.8184861750704724,0.9276867429487796,1.9532986339498848e-15,-1.9446250165700008e-15,-6.661338147750939e-16,-1.734723475976807e-18,8.604228440844963e-16,3.885780586188048e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,-0.37652382871379786,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,1.1032841307212493e-15,8.326672684688674e-16,-3.0531133177191805e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,-0.37652382871379786,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,1.1032841307212493e-15,8.326672684688674e-16,-3.0531133177191805e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,-0.37652382871379786,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,1.1032841307212493e-15,8.326672684688674e-16,-3.0531133177191805e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-7.077671781985373e-16,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-7.077671781985373e-16,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-7.077671781985373e-16,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-7.077671781985373e-16,-5.273559366969494e-16,6.106226635438361e-16
34,0.0,-0.01676037461618965,1.866382247271289,6.593623530480148,-3.9746111143067906,-1.6930901125533637e-15,1.0547118733938987e-15,2.220446049250313e-16,4.440892098500626e-16,9.020562075079397e-16,-1.3461454173580023e-15
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,0.8748732675502602,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-7.077671781985373e-16,-5.273559366969494e-16,6.106226635438361e-16
35,0.0,2.595067297372538,-11.130356763588715,0.535551944348867,0.16590526420550766,-8.326672684688674e-16,3.8163916471489756e-16,8.326672684688674e-17,-6.106226635438361e-16,-4.996003610813204e-16,-5.273559366969494e-16
35,1.0,-7.7259088236966305,4.557445127961215,-2.1100134002023463,4.036845583993699,1.5543122344752192e-15,-9.43689570931383e-16,-1.457167719820518e-15,-1.942890293094024e-16,1.3877787807814457e-17,-4.163336342344337e-17
35,1.0,-7.7259088236966305,4.557445127961215,-2.1100134002023463,4.036845583993699,1.5543122344752192e-15,-9.43689570931383e-16,-1.457167719820518e-15,-1.942890293094024e-16,1.3877787807814457e-17,-4.163336342344337e-17
36,0.0,22.833383649084134,-5.480417170129288,-3.9586905906386884,-0.9355245227948654,-5.273559366969494e-16,1.9845236565174673e-15,2.8449465006019636e-15,-3.885780586188048e-16,1.942890293094024e-16,-1.1934897514720433e-15
37,1.0,-9.011897806349362,13.320923467877913,-1.5383023571971353,5.686817982081945,1.8876908499873557e-15,-8.326672684688674e-16,-9.43689570931383e-16,8.326672684688674e-17,4.163336342344337e-16,-4.440892098500626e-16
37,0.0,33.941631237011876,-22.90122669435643,-14.070138009432101,-7.560291130357321,-1.5404344466674047e-15,2.192690473634684e-15,2.7200464103316335e-15,-1.1379786002407855e-15,-2.3245294578089215e-15,-2.4424906541753444e-15
38,1.0,-11.62817365585647,-1.581277640019615,4.556605821325042,-1.3461041806557104,9.853229343548264e-16,-4.440892098500626e-16,4.3021142204224816e-16,6.800116025829084e-16,8.326672684688674e-16,-5.551115123125783e-17
39,0.0,-3.7079875072375565,-17.040804739518396,1.8624371249646265,3.048163537574913,1.457167719820518e-15,-1.790234627208065e-15,-1.1934897514720433e-15,-6.661338147750939e-16,-1.1102230246251565e-15,-2.220446049250313e-16
39,1.0,-9.559590375335805,4.639050662304868,-2.1550161105209242,3.3734261371621166,1.429412144204889e-15,-7.771561172376096e-16,-5.412337245047638e-16,-5.785302792382652e-16,-4.163336342344337e-16,1.3877787807814457e-16
40,1.0,-8.486281152634072,0.9617731741340474,-3.7300558161086634,4.6050921217604355,8.604228440844963e-16,-9.71445146547012e-17,-1.2351231148954867e-15,2.498001805406602e-16,-2.7755575615628914e-17,1.1102230246251565e-16
40,1.0,-8.486281152634072,0.9617731741340474,-3.7300558161086634,4.6050921217604355,8.604228440844963e-16,-9.71445146547012e-17,-1.2351231148954867e-15,2.498001805406602e-16,-2.7755575615628914e-17,1.1102230246251565e-16
41,0.0,3.298630918420665,-5.00872430915185,-5.101661088856656,0.6648069275741358,1.0009354456386177e-15,1.491862189340054e-16,-5.828670879282072e-16,-1.1102230246251565e-15,-9.992007221626409e-16,2.914335439641036e-16
41,1.0,-16.062381897606723,1.9392463220876346,-4.633960128598789,3.443816663323536,-1.6653345369377348e-16,-3.0531133177191805e-16,6.74807432154978e-16,1.3183898417423734e-16,-4.440892098500626e-16,-2.220446049250313e-16
42,1.0,-9.755419058960667,2.8471864884504967,-3.1617531190395733,3.80616991376485,7.771561172376096e-16,1.2628786905111156e-15,-1.249000902703301e-16,3.469446951953614e-16,5.551115123125783e-16,-5.551115123125783e-17
42,0.0,-10.978937809008432,-5.11128650364826,-4.993526871643499,3.467308315591973,5.828670879282072e-16,5.551115123125783e-17,-3.7470027081099033e-16,-1.3877787807814457e-17,-1.1102230246251565e-15,-1.1102230246251565e-16
43,1.0,-18.255632404777728,21.386606659038797,-10.12897287673014,-2.5578732010417142,1.2073675392798577e-15,-6.661338147750939e-16,-4.440892098500626e-16,1.942890293094024e-15,1.5543122344752192e-15,1.2212453270876722e-15
43,1.0,-18.25563240477773,21.386606659038797,-10.128972876730142,-2.557873201041714,7.494005416219807e-16,-8.187894806610529e-16,2.220446049250313e-16,1.942890293094024e-15,1.5543122344752192e-15,1.2212453270876722e-15
43,1.0,-18.255632404777728,21.386606659038797,-10.12897287673014,-2.5578732010417142,1.2073675392798577e-15,-6.661338147750939e-16,-4.440892098500626e-16,1.942890293094024e-15,1.5543122344752192e-15,1.2212453270876722e-15
43,0.0,-4.022176995521728,-18.234070782388315,-3.9787669475371406,1.3657906382591969,-2.498001805406602e-16,8.465450562766819e-16,-9.575673587391975e-16,-1.27675647831893e-15,-2.0816681711721685e-15,-5.689893001203927e-16
45,1.0,-9.01061437570844,17.887345642933894,0.8806500037345375,-1.9831915406556022,1.4432899320127035e-15,-5.828670879282072e-16,-4.163336342344337e-16,8.326672684688674e-16,1.4988010832439613e-15,7.771561172376096e-16
46,0.0,-5.841213334360577,-15.027642783677342,2.423145653196034,-4.330016263604332,1.457167719820518e-15,8.743006318923108e-16,-8.604228440844963e-16,-2.463307335887066e-15,-1.2212453270876722e-15,-8.881784197001252e-16
47,0.0,-7.41879375755692,-14.150144076631744,6.2710065519384255,-4.606239970914514,-5.551115123125783e-16,3.0531133177191805e-16,-3.0531133177191805e-16,-1.3114509478384662e-15,-1.304512053934559e-15,-2.3592239273284576e-16
49,0.0,16.83545661017123,35.33501409060131,8.123928988866492,-5.074597153145042,3.469446951953614e-16,-1.1379786002407855e-15,-1.27675647831893e-15,2.3314683517128287e-15,3.6637359812630166e-15,-4.475586568020162e-16
50,1.0,-10.86041972874916,-0.49881968229071205,-4.998194318288878,4.37398812093019,-1.5265566588595902e-16,-4.3021142204224816e-16,-7.28583859910259e-16,8.049116928532385e-16,-1.942890293094024e-16,9.992007221626409e-16
50,0.0,8.625527887877018,-7.662748716347271,1.9273287274100566,-2.324012337778697,1.4224732503009818e-16,1.1934897514720433e-15,1.5404344466674047e-15,-1.3877787807814457e-17,-9.71445146547012e-17,2.8449465006019636e-16
51,1.0,-12.2598146258883,-1.9096411830177387,-3.3163154536841186,2.5623060793998205,7.355227538141662e-16,7.91033905045424e-16,2.0816681711721685e-16,-1.1102230246251565e-16,-1.6653345369377348e-16,3.3306690738754696e-16
51,1.0,-12.259814625888298,-1.9096411830177387,-3.3163154536841186,2.562306079399821,6.661338147750939e-16,8.604228440844963e-16,3.0531133177191805e-16,-1.1102230246251565e-16,-1.6653345369377348e-16,3.3306690738754696e-16
51,0.0,0.19256868153319734,-17.546406712183174,2.304599008513369,-1.5995742379713938,-1.8110513089197866e-15,2.9976021664879227e-15,-8.604228440844963e-16,-6.938893903907228e-16,-1.5543122344752192e-15,1.6653345369377348e-16
52,0.0,5.436770232027972,-15.462047919925677,-4.186990688444718,-3.363337256435183,-1.762479051592436e-15,3.4555691641457997e-15,1.1345091532888318e-15,-6.245004513516506e-17,-2.275957200481571e-15,1.6653345369377348e-15
53,1.0,24.535196869969226,13.038253965300008,-4.594383234809418,3.522550432054025,9.43689570931383e-16,9.43689570931383e-16,-6.0021432268797525e-15,-5.995204332975845e-15,3.4416913763379853e-15,3.3306690738754696e-16
53,1.0,24.535196869969226,13.038253965300008,-4.594383234809418,3.522550432054025,9.43689570931383e-16,9.43689570931383e-16,-6.0021432268797525e-15,-5.995204332975845e-15,3.4416913763379853e-15,3.3306690738754696e-16
53,0.0,9.900395374542676,-17.727360928874916,-4.422851273773141,-2.8938201551190303,-5.828670879282072e-16,1.0547118733938987e-15,-2.3869795029440866e-15,-3.0531133177191805e-16,-5.412337245047638e-16,2.7755575615628914e-17
54,1.0,-8.939954303954458,0.2667460131061128,-0.7541712595693392,0.25100631232978154,6.591949208711867e-16,3.3306690738754696e-16,-1.0547118733938987e-15,3.0531133177191805e-16,2.498001805406602e-16,3.469446951953614e-16
54,0.0,-3.5617981225076654,-2.074169770652383,-1.992000006676485,3.3830494069109607,-3.0531133177191805e-16,1.5265566588595902e-16,-3.0531133177191805e-16,-1.8041124150158794e-16,-1.2455314557513475e-15,1.942890293094024e-16
54,1.0,-8.939954303954458,0.266746013106113,-0.7541712595693395,0.2510063123297811,7.28583859910259e-16,9.71445146547012e-17,-1.0269562977782698e-15,3.0531133177191805e-16,2.498001805406602e-16,3.469446951953614e-16
55,1.0,-10.839454231092507,-4.206210211517652,3.256638858451792,0.7221184507298172,1.7069679003611782e-15,-1.0269562977782698e-15,-6.418476861114186e-16,5.551115123125783e-17,-5.273559366969494e-16,8.881784197001252e-16
55,0.0,-2.231169067006716,-11.672765639746494,-1.5313295499293123,-0.2616874670287377,1.6479873021779667e-16,4.787836793695988e-16,-4.579669976578771e-16,-4.718447854656915e-16,-2.534430998402115e-15,3.5388358909926865e-16
55,1.0,-10.839454231092507,-4.206210211517652,3.256638858451792,0.7221184507298172,1.7069679003611782e-15,-1.0269562977782698e-15,-6.418476861114186e-16,5.551115123125783e-17,-5.273559366969494e-16,8.881784197001252e-16
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,1.8097639558395058,-1.7069679003611782e-15,-1.1761425167122752e-15,6.938893903907228e-17,2.0990154059319366e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,1.8097639558395058,-1.7069679003611782e-15,-1.1761425167122752e-15,6.938893903907228e-17,2.0990154059319366e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,1.8097639558395058,-1.7069679003611782e-15,-1.1761425167122752e-15,6.938893903907228e-17,2.0990154059319366e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,1.8097639558395058,-1.7069679003611782e-15,-1.1761425167122752e-15,6.938893903907228e-17,2.0990154059319366e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,0.0,2.473005265303993,1.235158285011429,4.090252005699638,-3.2547753639848858,8.81239525796218e-16,1.1830814106161824e-15,1.5404344466674047e-15,1.6653345369377348e-16,6.106226635438361e-16,1.0547118733938987e-15
57,1.0,-5.883912495066165,5.0713745425967725,0.697840514021085,2.284709690983542,2.7712207528729493e-15,-1.2177758801357186e-15,-1.9290125052862095e-15,7.077671781985373e-16,-1.0824674490095276e-15,8.569533971325427e-16
